title,price,area,location,description,Diện tích đất:,Giá/m2:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tên phân khu/Lô/Block/Tháp:,Mã căn / Mã căn hộ:,Tầng số:,Hướng ban công:,Mã lô:,Đặc điểm căn hộ:,Loại hình văn phòng:
Lô đất thổ cư Củ Chi đầy đủ giấy tờ sổ sách 130m2,"1,3 tỷ- 130 m2",- 130 m2,"đường 49, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","_ NÓI KHÔNG VỚI GIÁ ẢO, đất Củ Chi hiện nay giá tốt cũng phải 10tr đến 11tr/m2, chúng tôi cam kết đăng giá bán không ảo

_ Đất nền khu dân cư Tân Phú Trung huyện Củ Chi tiềm năng x2 x5 trong vòng 2 đến 5 năm cực lớn, với 33 dự án quy hoạch phát triển, rất tốt khi đầu tư hiện giờ. Diện tích từ 100 đến 170m2 gá từ 1tỷ300 đến 1tỷ600 (giá tốt khu vực, bao làm giấy tờ, thuế má từ a-z)

_ Khu đất nền nằm ngay khu dân cư hiện hữu, phía sau là trường mầm non và tiểu học Tân Thông Hội, sacombank v...v.... Gần đó còn có khu công nghiệp Tân Phú Trung rộng 590ha. Đường nhựa đi vào rộng 12m, đường bờ kênh 20m. Còn có sân golf & khu villa của tập đoàn vingroup đối diện

_ Tất cả đều có sổ, pháp lý đầy đủ

_ Khách có thiện chí muốn xem đất sẽ có xe 7 chỗ đưa đi (không phải xe 50 chỗ) ưng thì có thể tìm hiểu sâu hơn, không ưng vẫn đi về bình thường, đảm bảo không kì kèo làm trò mèo. Cảm ơn đã đọc tin",130 m2,10 triệu/m2,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5 m,26 m,4 phòng,4 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200 m²,Đã bàn giao,76 m²,Chung cư,2,Bệnh viện Xuyên Á Tây Ninh,913,1,Đông Bắc,C10,Căn góc,
Cần Bán Gấp Đất 100m2 Gần Trường Tiểu Học Vĩnh Lộc,750 triệu- 100 m2,- 100 m2,"Đường Vĩnh Lộc, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","- Gia Đình Tôi kẹt tiền đành bán lại lô đất nằm ở ấp 1 xã vĩnh lộc A Huyện Bình Chánh 

- Vị trí đẹp nằm trong khu dân cư đông đúc hiện hữu 

- Diện tích nền 5 x 20 

- Nay kẹt tiền nên tôi cần bán gấp giá 750 triệu

- Đường trước đất 5m , cách đường vĩnh lộc chỉ 500m xung quanh tiện ích đầy đủ , chợ ấp 1 , trường tiểu học vĩnh lộc 1 , bách hóa xanh , cách ủy ban chỉ 700m 

- Pháp lý đầy đủ mua bán sang tên công chứng 

- Có hỗ trợ xây dựng nhà cho anh chị có nhu cầu 

- Anh Chị xem đất liên hệ tôi sđt bên dưới",100 m2,"7,5 triệu/m2",Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5 m,20 m,4 phòng,4 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200 m²,Đã bàn giao,76 m²,Chung cư,2,Bệnh viện Xuyên Á Tây Ninh,913,1,Đông Bắc,C10,Căn góc,
Cần Bán Gấp Nhà ở,"4,3 tỷ- 162 m2",- 162 m2,"63, Đường Thống Nhất, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Dự án: Nhà ở Gò Vắp.
 Thông tin chi tiết: Cần bán gấp căn nhà cấp 3, 1 trệt 2 lầu, 3 phòng ngủ, 2 WC, sân phơi rộng rải, nhà còn rất mới. Thích hợp cho gia đình sử dụng ở.",162 m²,"26,54 triệu/m²",Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4 m,14 m,3 phòng,2 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,162 m²,Đã bàn giao,76 m²,Chung cư,2,A,A,1,Đông Bắc,C10,Căn góc,
"Cần ra 60.3m2 gần siêu thị AEON MALL Bình Tân, SHR","3,2 triệu- 60 m2",- 60 m2,"Đường Nguyễn Cửu Phú, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","Tôi cần xoay vốn nên để rẻ lô đất mặt tiền Nguyễn Cửu Phú ngang 4 dài 15, gần siêu thị Aeon mall
Từ ngoài mặt tiền vô 5 căn là tới đất thôi
Đường xe tải quay đầu
liên hệ gặp tôi
miễn trung gian",60 m2,53.333 đ/m2,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,4 m,15 m,3 phòng,2 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,162 m²,Đã bàn giao,76 m²,Chung cư,2,A,A,1,Đông Bắc,C10,Căn góc,
"Thuận lợi an cư lập nghiệp, hẻm xe hơi,nhà mới xây","1,3 tỷ- 100 m2",- 100 m2,"Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","➡ Cần bán gấp nhà mới xây 1 trệt 1 lầu , 4 phòng ngủ, 2 nhà vệ sinh , kiến trúc hiện đại ,rộng rãi,... 
➡ Pháp lý : sổ hồng riêng ( sang tên công chứng trong ngày) 
➡ Tiện ích đầy đủ như : chợ , bệnh viện , trường học (cấp 1- cấp 3) , ủy ban ,.....
➡ Giá còn thương lượng, và sẽ có giá tốt cho anh chị có nhu cầu 
➡ Liên hệ ngay để xem nhà .thank.",100 m²,13 triệu/m²,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5 m,20 m,4 phòng,2 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100 m²,Đã bàn giao,76 m²,Chung cư,2,A,A,1,Đông Bắc,C10,Căn góc,
Đất 210m2(10x21m) Ngay Kp4 Tân Định Giá Chỉ 615tr,615 triệu- 210 m2,- 210 m2,"Đường D8, Phường Tân Định, Thị xã Bến Cát, Bình Dương","Hiện Tại Tôi đang có miếng đất 210m2(10x21m) ở ngay Khu Phố 4 Tân Định.Nay do làm ăn thua lỗ nên cần nhượng lại lô đất này.Giá cả còn thượng cho những anh/chị nào thiện chí mua
- Diện tích: 210m2( 10x21m) được tách thành 2 nền liền kề : 105m2(5x21m)

- Giá bán : 615 triệu/105m2.(Bao sổ sách giấy tờ)

- Sổ đỏ thổ cư 100%.

- Ngay sát chợ đang hoạt động, gần KCN Nhật - Hàn

- Cơ sở hạ tầng hoàn thiện 100%. Điện nước đã có, hệ thống đèn đường chiếu sáng, vỉa hè lát gạch.

- Mặt tiền đường nhựa 16m, thông dài ra KCN.

- Rất tiện kinh doanh buôn bán quán cơm, café,… hoặc xây nhà trọ, kiot cho thuê ngay.

- Hỗ trợ ngân hàng từ 40-70% cho những khách hàng tài chính yếu

- Liên hệ : Em Linh để được hỗ trợ nhiệt tình,vui vẻ",210 m2,"2,93 triệu/m2",Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,10 m,21 m,4 phòng,2 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100 m²,Đã bàn giao,76 m²,Chung cư,2,A,A,1,Đông Bắc,C10,Căn góc,
NHÀ PHẠM VĂN HAI P1 GẦN CHỢ .PVH 4.8 X 28 .CẤP 4,"12,7 tỷ- 118 m2",- 118 m2,"Đường Phạm Văn Hai, Phường 1, Quận Tân Bình, Tp Hồ Chí Minh","Bán nhà hẻm 6m Phạm Văn Hai p1 gần lê văn sỷ .chợ P.V.Hai..sân bay .CV hoàng văn thụ
 Nhà diện tích ngàn 4.8 x28 cấp 4 .sổ hồng
Giá 12.7 tỷ",118 m²,"107,63 triệu/m²",Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,48 m,28 m,3 phòng,3 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,118 m²,Đã bàn giao,76 m²,Chung cư,2,A,A,1,Đông Bắc,C10,Căn góc,
"Nhà đẹp hàng hiếm, 2 lầu cách Đỗ Xuân Hợp chỉ 100m","2,3 tỷ- 28 m2",- 28 m2,"Đường Số 359, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","🔥🔥🔥 Bán nhà nhỏ xinh cách Đỗ Xuân Hợp chỉ 100m, đường 359 P. Phước Long B, 15p lên đến thành phố Quận 1.
Thích hợp VC mới cưới.
DT công nhận 21,3m2, diện tích khuôn viên 28m2, tổng diện tích sàn xây dựng 56m2.
Nhà 1 trệt 1 lầu. Hẻm ba gác
 Hoàn công đầy đủ
Xung quanh bán kính 500m có đủ mọi thứ cần thiết.
❤Giá 2,3ty ( bớt lộc)
Liên hệ SĐT Đức Ngân xem nhà. ( Lv chính chủ)",28 m²,"82,14 triệu/m²",Đông,Đã có sổ,Nở hậu,Đất thổ cư,4 m,7 m,2 phòng,2 phòng,Nhà phố liền kề,Nội thất đầy đủ,56 m²,Đã bàn giao,76 m²,Chung cư,2,A,A,1,Đông Bắc,C10,Căn góc,
"Bán gấp trước tết, nhà Trần Cung, 36m2, 3.15 tỷ.","3,15 tỷ- 36 m2",- 36 m2,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","Bán gấp nhà đẹp Trần Cung 36m2, 4 tầng, MT 3.2m, giá 3.15 tỷ. Anh chị quan tâm hãy liên hệ cho tôi để được hỗ trợ tốt nhất 24/7, miễn trung gian môi giới.

Mô tả: 

+ Nhà chủ tự xây đẹp long trước nhà đang dự án mở đường và bảo tàng tương lai cực sáng. Chủ chờ dự án nhưng con học Am đi lại xa nên bán.

 + Thiết kế lệch tầng tổng 5 ngủ tầng 1 khách bếp gara xe máy rất công năng phù hợp đại gia đình hay đầu tư cho thuê cũng có tiền.

 + Ngõ Trần Cung ngay đầu Phạm Văn Đồng.

 + Sổ đẹp phát lý xịn sang tên luôn.Giao thông thuận tiện từ nhà ra phố, gần khu đô thị mới Tây Hồ Tây, gần bệnh viện, chợ, trường học.",36 m²,"87,5 triệu/m²",Đông,Đã có sổ,Nở hậu,Đất thổ cư,3 m,7 m,5 phòng,4 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,36 m²,Đã bàn giao,76 m²,Chung cư,4,A,A,1,Đông Bắc,C10,Căn góc,
NHA CỦ MẶT TIỀN ĐƯỞNG SỐ 4....80m p5 Gò Vấp,"6,55 tỷ- 80 m2",- 80 m2,"18 đường sổ 4, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","Mười thu.
Bán nhà đầu tư. !!!
Nhà củ mặt tiền đường số 4 phường 5go vấp. Cách phạm văn Đồng 200 m.đuong 6m..
4x19. 5. Trừ lộ giới còn 75 m2 sổ hồng mới. Kính doanh mới ngành nghề. Giá 6ty 550.",80 m²,"81,88 triệu/m²",Đông,Đã có sổ,Nở hậu,Đất thổ cư,4 m,20 m,2 phòng,1 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,120 m²,Đã bàn giao,76 m²,Chung cư,4,A,A,1,Đông Bắc,C10,Căn góc,
Nhà mặt tiền đường 30.4 . Chính chủ cần bán,"1,1 tỷ- 85 m2",- 85 m2,"Đường 30/4, Phường 2, Thành phố Sóc Trăng, Sóc Trăng","chính chủ cần bán 
nhà đẹp ngay góc mới xây 1 mặt tiền đường 1 mặt tiền hẻm . ngang 4 dài 20m có hàng rào đậu xe , 1 phòng khách 2 phòng ngủ , bếp, tolet , nhà cặp hẻm nên cửa sổ thoáng mát . đường đang chuẩn bị nâng cấp lộ nhựa .",85 m²,"12,94 triệu/m²",Đông,Đã có sổ,Nở hậu,Đất thổ cư,4 m,20 m,2 phòng,1 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,85 m²,Đã bàn giao,76 m²,Chung cư,4,A,A,1,Đông Bắc,C10,Căn góc,
Nhà Đẹp Bình Tân bán GẤP nhà trả nợ giá 1tỷ19 SHR,"1,19 tỷ GIÁ TỐT- 25 m2", GIÁ TỐT,"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","Nằm trong khu dân cư hiện hữu, đông đúc ngay chợ Liên Khu 5-6, mặt tiền thông thoáng kinh doanh mọi ngành nghề
Diện tích 5x5m 1 trệt 1 lầu
Vị trí đắc địa cuối đường Tân Kỳ Tân Quý nối dài, xung quanh nhà tiện ích đầy đủ từ trường học, chợ, siêu thị lớn nhỏ, khu vui chơi giải trí...
Sổ hồng riêng cầm tay, bao công chứng sang tên
Giá 1 tỷ 190 triệu. Có hoa hồng cho ace giới thiệu",25 m²,"47,6 triệu/m²",Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5 m,6 m,2 phòng,1 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60 m²,Đã bàn giao,76 m²,Chung cư,4,A,A,1,Đông Bắc,C10,Căn góc,
Đất 150m2(6x25m) Ngay KP4 Tân ĐỊnh Dân Đông Kín,635 triệu- 150 m2,- 150 m2,"Quốc lộ 13, Phường Tân Định, Thị xã Bến Cát, Bình Dương","Hiện Tại Tôi đang có miếng đất 150m2(6x25m) ở ngay Khu Phố 4 Tân Định.Nay do làm ăn thua lỗ nên cần nhượng lại lô đất này.Giá cả còn thượng cho những anh/chị nào thiện chí mua
- Diện tích: 150m2( 6x25m)

- Giá bán : 635 triệu/nền.(Bao sổ sách giấy tờ)

- Sổ đỏ thổ cư 100%.

- Ngay sát chợ đang hoạt động, gần KCN Nhật - Hàn

- Cơ sở hạ tầng hoàn thiện 100%. Điện nước đã có, hệ thống đèn đường chiếu sáng, vỉa hè lát gạch.

- Mặt tiền đường nhựa 16m, thông dài ra KCN.

- Rất tiện kinh doanh buôn bán quán cơm, café,… hoặc xây nhà trọ, kiot cho thuê ngay.

- Hỗ trợ ngân hàng từ 40-70% cho những khách hàng tài chính yếu

- Liên hệ : Hùng để được hỗ trợ nhiệt tình,vui vẻ",150 m2,"4,23 triệu/m2",Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,6 m,25 m,2 phòng,1 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60 m²,Đã bàn giao,76 m²,Chung cư,4,A,A,1,Đông Bắc,C10,Căn góc,
Bán nhà sát Tân Chánh Hiệp,"2,9 tỷ- 44 m2",- 44 m2,"198, Đường Thới Tam Thôn, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","nhà sổ hồng riêng
Nhà sát Tân Chánh Hiệp, gần Dương Thị Mười 
Thuộc Thới Tam Thôn 
Dt 4*12
Một trệt một lau. Co 2 phong ngu
Đường ôtô tải 
- Nhà xây ở nên rất chắc chắn, khu dân cư đông thân thiện, bao quy hóch, thuốc khu dan cu hiện hữu 
Ra đường Nguyễn Ảnh Thủ tam 100m
Giá 2 ty 900tr",44 m²,"65,91 triệu/m²",Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4 m,12 m,2 phòng,2 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,88 m²,Đã bàn giao,76 m²,Chung cư,4,A,A,1,Đông Bắc,C10,Căn góc,
Bán gấp nhà 1T1L Ung Văn Khiêm BT SHR 64m2/1.22TY,"1,22 tỷ- 64 m2",- 64 m2,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","Mẹ tôi bệnh tiểu đường loại 2 cần tiền chạy chữa nên bán căn nhà không ở nữa ở đường Ung Văn Khiêm phường 25 quận Bình Thạnh.
Nhà còn mới, dọn về ở ngay và luôn
Diện tích 64m2 ngang 4 dài 15 nở hậu
Giá 1 tỷ 220 triệu thương lượng chút ít
Nội thất cơ bản, điện nước âm, hạ tầng hoàn thiện.
Khu vực an ninh, dân cư đông, hàng xóm thân thiện
Gần nhiều trường đại học, có thể cho sinh viên thuê trọ kiếm thêm
Xung quanh buôn bán sầm uất, người qua lại đông, có đầy đủ tiện ích như ngân hàng, bệnh viện, trường học các cấp.
Sổ hồng có đầy đủ, sang tên công chứng luôn
Anh chị quan tâm, xin liên hệ Phong để đi coi nhà trực tiếp
Miễn tiếp trung gian, môi giới.",64 m²,"19,06 triệu/m²",Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4 m,15 m,3 phòng,3 phòng,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,64 m²,Đã bàn giao,76 m²,Chung cư,4,A,A,1,Đông Bắc,C10,Căn góc,
VỚI 3.6 TỶ NHÀ PHAN ĐÌNH GIÓT HÀ ĐÔNG 31m2x5T MT4m,"3,6 tỷ- 31 m2",- 31 m2,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội","MÔ TẢ:
+ Hiếm có khó tìm trong tầm giá, nhà đẹp ô tô tầm giá làm gì có căn thứ 2.
+ Đường đi rất tiện thông từ Phan Đình Giót sang ngõ 36 Lê Trọng Tấn kinh doanh sầm uất ô tô tránh.
+ Ngay nhà là Nhà Văn Hoá Tổ dân phố để xe ô tô thoải mái.
+ Cách nhà 300m là Bia Bà, chợ, trường học các cấp.
+ Thiết kế thông sàn mỗi tầng 1 phòng.
+ Tầng1: Khách bếp, vệ sinh. 
+ Tầng2,3,4: Mỗi tầng 01 phòng ngủ rộng vệ sinh lớn thiết kế ô thoáng, thoáng mát.
+ Tầng 5: Phòng thờ + sân phơi.
+ Cầu thang, cửa gỗ Lim xịn xò, nội thất âm tường, thiết bị vệ sinh cao cấp. 
- Nước Thái Dương Năng. 
- Điện led thạch cao rất đẹp
- Đèn năng lượng mặt trời sáng choang không tốn tiền điện.
+ Pháp lý: Sổ đỏ chính Chủ.
+ ACE Có nhu cầu gọi ngay Mr.Ất:",31 m²,"116,13 triệu/m²",Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4 m,15 m,4 phòng,3 phòng,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,31 m²,Đã bàn giao,76 m²,Chung cư,5,A,A,1,Đông Bắc,C10,Căn góc,
"590m2 hẻm liên ấp 3.4,gần ủy ban xã,huyện nhà bè","1,79 tỷ- 590 m2",- 590 m2,"Đường Liên Ấp 3-4, Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","Bán đất vườn 590m2 hẻm Liên Ấp 3.4 đi vào khoảng 500m.
Khu vực gần ngay ủy ban xã, trường học các cấp, bến xe, chợ.
Đất giáp sông mát mẻ tiện làm nhà vườn.
Hiện trạng đã san lấp rào cơ bản.
có sẵn nhà tôn về làm nhà giữ vườn
giá chỉ 1.79 tỷ
Sổ hồng riêng.
Liên hệ đi xem.",590 m2,"3,03 triệu/m2",Đông Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,19 m,30 m,4 phòng,3 phòng,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,31 m²,Đã bàn giao,76 m²,Chung cư,5,A,A,1,Đông Bắc,C10,Căn góc,
Giá Rẻ thổ cư siêu phẩm,"3,15 tỷ- 1.590 m2",- 1.590 m2,"Đường 16A, Xã Hòa Thuận, Thành phố Buôn Ma Thuột, Đắk Lắk","chính chủ thổ cư siêu phẩm giá rẻ .cách bến xe liên tỉnh 5km. đường nhựa 3 xe oto tránh nhau thoả mãi. dân trí cao, đặc biệt gần trường cấp 1,2,3. an ninh tốt. hàng xóm thân thiện",1590 m2,"1,98 triệu/m2",Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,53 m,32 m,4 phòng,3 phòng,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,31 m²,Đã bàn giao,76 m²,Chung cư,5,A,A,1,Đông Bắc,C10,Căn góc,
Bán đất 7*35 100% thổ cư gần Uỷ ban xã Hoà Phú,"1,59 tỷ- 226 m2",- 226 m2,"Đường Số 210, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh","Gia đình bán mảnh đất 7*35 đã chuyển mục đích 226m2 thổ cư, xin xây dựng thoải mái. 
Khu dân cư hiện hữu gần Uỷ ban xã Hoà Phú 500m, cách bưu điện xã Hoà Phú 50m. Cách đường tỉnh lộ 8 300m. Khu công nghiệp Đông Nam 500m. 
Thuận tiện xây nhà ở, nhà trọ.
Gần các trường cấp 1 2 3 cách 300m. 
Đường xe to rộng. Thủ tục pháp lý rõ ràng đầy đủ bao công chứng.",226 m2,"7,04 triệu/m2",Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,7 m,35 m,4 phòng,3 phòng,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,31 m²,Đã bàn giao,76 m²,Chung cư,5,A,A,1,Đông Bắc,C10,Căn góc,
Nhà 45m2 2PN 2WC Dạ Nam Q8 cần bán.Gần chợ.Có sổ,"1,965 tỷ- 45 m2",- 45 m2,"Đường Dạ Nam, Phường 3, Quận 8, Tp Hồ Chí Minh","Nhà 45m2 2PN Đường Dạ Nam Phường 3 Quận 8 cần bán gấp
- Diện tích 45m2 (5 ×9m) gồm 1 trệt 1 lầu 2PN 2WC
- Hẻm 4m thông thoáng, sáng sủa, xe hơi ra vào thoải mái
- Giá 1 tỷ 965 (còn thương lượng)
- Sổ hồng chính chủ sang tên công chứng trong ngày
- Nhà gần chợ Rạch Ông, siêu thị, bệnh viện, trường học câc cấp...thuận tiện cho việc sinh hoạt, đi lại giữa các quận
- Miễn tiếp cò lái",45 m²,"43,67 triệu/m²",Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5 m,9 m,2 phòng,2 phòng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45 m²,Đã bàn giao,76 m²,Chung cư,1,A,A,1,Đông Bắc,C10,Căn góc,
ĐẤT ĐƯỜNG 10 BÙI TRANG CHƯỚC - VỊ TRÍ ĐẸP,"3,8 tỷ- 100 m2",- 100 m2,"Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","Bán đất đường 10.5m Bùi Trang Chước -KDT Hoà Xuân.
Lô đất có vị trí đẹp, không cống trụ.
Hướng đông bắc
Thích hợp vừa ở, kinh doanh, vp công ty.....
Giá 3,8 tỷ
Khách quan tâm alo xem đất",100 m2,38 triệu/m2,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5 m,20 m,2 phòng,2 phòng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45 m²,Đã bàn giao,76 m²,Chung cư,1,A,A,1,Đông Bắc,C10,Căn góc,
Nhà 11 phòng trọ và nhà 1 trệt 1 lầu MT Tân An,5 tỷ- 200 m2,- 200 m2,"Đường Đông An||15420, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương","CHỦ GỬI NHÀ 1 TRỆT 1 LẦU VÀ 11 PHÒNG TRỌ MẶT TIỀN ĐƯỜNG ĐÔNG AN
- Dt: 200m2 thổ cư full
- hiện trạng: nhà 1 trệt 1 lầu và 1 1phongf trọ phía sau thu nhập 17tr/tháng.
- gần bệnh viện Dĩ An,Mỹ Phước Tân Vạn, trường cấp 1, đường thông tứ phía
- mặt tiền đường đi lại thuận tiện, an ninh tốt, dân cư đông đúc.
- giá 5 tỷ",200 m²,25 triệu/m²,Tây,Đã có sổ,Nở hậu,Đất thổ cư,5 m,40 m,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,250 m²,Đã bàn giao,76 m²,Chung cư,2,A,A,1,Đông Bắc,C10,Căn góc,
Kẹt tiền bán gấp lô 2 mặt tiền đường Trương Gia Mô,35 triệu- 170 m2,- 170 m2,"Trương Gia Mô, Phường Vĩ Dạ, Thành phố Huế, Thừa Thiên Huế","- Lô góc 2 mặt tiền đường Trương Gia Mô giao đường Tùng Thiện Vương
- Diện tích: 170 m2
- Vị trí cực đẹp phù hợp kinh doanh shop, cafe,..
- Làm việc chính chủ và thương lượng",170 m2,205.882 đ/m2,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5 m,40 m,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,250 m²,Đã bàn giao,76 m²,Chung cư,2,A,A,1,Đông Bắc,C10,Căn góc,
Đất KCN Vsip 2 Bình Dương 100m2(5×20),850 triệu- 100 m2,- 100 m2,"137, Đường ĐT 741, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương","Đất Khu Vsip 2 Bình Dương
Thông tin chi tiết: Đất liền kề KCN Vsip 2 Bình Dương
DT 5×20, Thổ cư 100%
Đã có sổ hồng riêng
Xung quanh dân cư đông, gần chợ, trường học, khu công nghiệp và xí nghiệp tư nhân bao quanh tiện cho xây ở hay kinh doanh hay mua để đầu tư đều được.
Lh: gặp Linh",100 m2,"8,5 triệu/m2",Nam,Đã có sổ,Nở hậu,Đất thổ cư,5 m,20 m,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,250 m²,Đã bàn giao,76 m²,Chung cư,2,C,A,1,Đông Bắc,14,Căn góc,
NHÀ PHẠM VĂN HAI P1 GẦN CHỢ .PVH 4.8 X 28 .CẤP 4,"12,7 tỷ- 118 m2",- 118 m2,"Đường Phạm Văn Hai, Phường 1, Quận Tân Bình, Tp Hồ Chí Minh","Bán nhà hẻm 6m Phạm Văn Hai p1 gần lê văn sỷ .chợ P.V.Hai..sân bay .CV hoàng văn thụ
 Nhà diện tích ngàn 4.8 x28 cấp 4 .sổ hồng
Giá 12.7 tỷ",118 m²,"107,63 triệu/m²",Nam,Đã có sổ,Nở hậu,Đất thổ cư,48 m,28 m,3 phòng,3 phòng,"Nhà ngõ, hẻm",Nội thất cao cấp,118 m²,Đã bàn giao,76 m²,Chung cư,2,C,A,1,Đông Bắc,14,Căn góc,
"Nhà đẹp hàng hiếm, 2 lầu cách Đỗ Xuân Hợp chỉ 100m","2,3 tỷ- 28 m2",- 28 m2,"Đường Số 359, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","🔥🔥🔥 Bán nhà nhỏ xinh cách Đỗ Xuân Hợp chỉ 100m, đường 359 P. Phước Long B, 15p lên đến thành phố Quận 1.
Thích hợp VC mới cưới.
DT công nhận 21,3m2, diện tích khuôn viên 28m2, tổng diện tích sàn xây dựng 56m2.
Nhà 1 trệt 1 lầu. Hẻm ba gác
 Hoàn công đầy đủ
Xung quanh bán kính 500m có đủ mọi thứ cần thiết.
❤Giá 2,3ty ( bớt lộc)
Liên hệ SĐT Đức Ngân xem nhà. ( Lv chính chủ)",28 m²,"82,14 triệu/m²",Nam,Đã có sổ,Nở hậu,Đất thổ cư,4 m,7 m,2 phòng,2 phòng,Nhà phố liền kề,Nội thất cao cấp,56 m²,Đã bàn giao,76 m²,Chung cư,2,C,A,1,Đông Bắc,14,Căn góc,
